,name,category,address,score,eval_cnt,review_cnt
309,방배족발 서초점,"족발,보쌈",(지번) 서초동 1588-7,0.0,0건,리뷰 0
310,감나무참숯갈비 서초본점,갈비,(지번) 서초동 1623-3,5.0,1건,리뷰 2
311,명동할머니국수 남부터미널점,국수,(지번) 서초동 1445-4,3.6,5건,리뷰 3
312,우리동네청년어부서초점,일식,(지번) 서초동 1442-10,0.0,0건,리뷰 1
313,궁순대국생삼겹살,한식,(지번) 서초동 1430-10,3.0,3건,리뷰 0
314,국수마을,국수,(지번) 서초동 1432-24,3.4,5건,리뷰 0
315,우리집,한식,(지번) 서초동 1605-2,0.0,0건,리뷰 1
316,카페ASAP,카페,(지번) 서초동 1617-38,5.0,1건,리뷰 0
317,오미야,기사식당,(지번) 서초3동 1451-34,3.0,1건,리뷰 0
318,옛집큰손,한식,(지번) 서초동 1443-30,4.0,2건,리뷰 1
319,명인만두 남부터미널점,분식,(지번) 서초동 1601-1,1.7,4건,리뷰 0
320,벼리스타,카페,(지번) 서초동 1445-15,2.0,1건,리뷰 0
321,치킨뱅이 남부터미널점,"호프,요리주점",(지번) 서초동 1601-1,3.0,2건,리뷰 1
322,낭만쭈꾸미,"해물,생선",(지번) 서초동 1595-6,0.0,0건,리뷰 0
323,커피온리 남부터미널점,커피전문점,(지번) 서초동 1446-1,1.0,1건,리뷰 2
324,그린쿡한식뷔페&호프,"호프,요리주점",(지번) 서초동 1603-1,0.0,0건,리뷰 1
325,인정국물떡볶이,떡볶이,(지번) 서초동 1595-6,0.0,0건,리뷰 0
326,매화,중화요리,(지번) 서초1동 1442-10,2.5,6건,리뷰 5
327,끌레르,카페,(지번) 서초동 1438-16,5.0,1건,리뷰 0
328,카페녹색광선,카페,(지번) 서초동 1598-8,0.0,0건,리뷰 1
329,돌쇠고기,"육류,고기",(지번) 서초동 1586-3,0.0,0건,리뷰 0
330,단풍애김밥 남부터미널점,분식,(지번) 서초동 1443-17,5.0,2건,리뷰 2
331,사랑이네김밥,분식,(지번) 서초동 1443-1,1.0,1건,리뷰 0
332,소담 교대점,한식,(지번) 서초동 1624-3,0.0,0건,리뷰 2
333,왕솥뚜껑생삼겹살,한식,,0.0,0건,리뷰 0
334,더치앤빈 남부터미널점,커피전문점,(지번) 서초동 1444-21,0.0,0건,리뷰 0
335,떡의명가하늘채,"떡,한과",(지번) 서초동 1445-14,5.0,1건,리뷰 0
336,시골밥상,"족발,보쌈",(지번) 서초동 1428-5,3.0,1건,리뷰 0
337,교대오리삼겹살뷔페,고기뷔페,(지번) 서초동 1580-6,0.0,0건,리뷰 0
338,화평냉면지짐이,"호프,요리주점",(지번) 서초동 1603-69,4.0,3건,리뷰 1
339,만랩커피 남부터미널점,커피전문점,,0.0,0건,리뷰 0
340,센트로커피,카페,(지번) 서초동 1594-3,0.0,0건,리뷰 2
341,그릴드치즈,샌드위치,(지번) 서초1동 1621-1,0.0,0건,리뷰 0
342,착형,카페,(지번) 서초동 1445-3,3.5,2건,리뷰 3
343,소담화플라워카페,테마카페,(지번) 서초동 1456-3,0.0,0건,리뷰 0
344,강구항을지로골뱅이,"호프,요리주점",(지번) 서초동 1603-67,2.5,4건,리뷰 1
345,유황오리,오리,(지번) 서초동 1616-6,0.0,0건,리뷰 0
346,금잔디샵,"떡,한과",(지번) 서초동 1443-24,0.0,0건,리뷰 0
347,밀라노,술집,(지번) 서초동 1589-4,1.0,1건,리뷰 0
348,미셸푸드카페안젤로 서초평화지점,카페,(지번) 서초3동 1451-34,4.0,1건,리뷰 0
349,정선할매곤드레밥 교대점,한식,(지번) 서초동 1597-1,0.0,0건,리뷰 1
350,크림앤토마토,분식,(지번) 서초동 1445-3,4.6,5건,리뷰 11
351,경성찹쌀꽈배기,"제과,베이커리",(지번) 서초동 1600-11,0.0,0건,리뷰 0
352,장충동왕족발,"족발,보쌈",(지번) 서초동 1445-14,0.0,0건,리뷰 0
353,부뚜막,"육류,고기",(지번) 서초동 1589-2,3.0,2건,리뷰 0
354,클럽1d1m,카페,(지번) 서초동 1621-16,0.0,0건,리뷰 2
355,짱이야산곰장어,장어,(지번) 서초동 1578-5,0.0,0건,리뷰 0
356,뜨레봉뺑,"제과,베이커리",(지번) 서초동 1441-1,5.0,3건,리뷰 0
357,서초꽈배기,"제과,베이커리",(지번) 서초동 1603-66,0.0,0건,리뷰 2
358,삼미감자탕,감자탕,(지번) 서초동 1600-9,0.0,0건,리뷰 0
359,아워홈 게임빌서초점,한식,(지번) 서초동 1426-1,5.0,1건,리뷰 0
360,남부식당,한식,(지번) 서초동 1457-4,0.0,0건,리뷰 0
361,이조,한식,(지번) 서초동 1445-3,4.0,2건,리뷰 3
362,A1,칵테일바,(지번) 서초3동 1579-4,0.0,0건,리뷰 0
363,커피킹,카페,(지번) 서초동 1624-3,5.0,2건,리뷰 0
364,명동칼국수,국수,(지번) 서초동 1445-3,3.0,2건,리뷰 0
365,오즈룸,"제과,베이커리",(지번) 서초동 1439-4,0.0,0건,리뷰 0
366,서초마을&포차,실내포장마차,(지번) 서초동 1580-6,0.0,0건,리뷰 0
367,서초맛골집,한식,(지번) 서초동 1434-13,3.0,1건,리뷰 0
368,류,일본식주점,(지번) 서초동 1621-9,0.0,0건,리뷰 9
369,예술다방,카페,(지번) 서초동 1451-25,0.0,0건,리뷰 1
370,카페525,카페,(지번) 서초동 1458-10,4.0,4건,리뷰 1
371,마마푸드,한식,(지번) 서초동 1588-1,0.0,0건,리뷰 0
372,로빈스베이커리 남부터미널점,"제과,베이커리",(지번) 서초동 1443-17,0.0,0건,리뷰 5
373,홍연자명품김밥,분식,(지번) 서초동 1443-17,3.0,1건,리뷰 0
374,삿갓촌,"육류,고기",(지번) 서초동 1616-6,0.0,0건,리뷰 0
375,카페아리코,카페,(지번) 서초동 1445-3,0.0,0건,리뷰 0
376,청주본가,한식,(지번) 서초동 1428-3,0.0,0건,리뷰 0
377,막썰어횟집,회,(지번) 서초동 1431-10,0.0,0건,리뷰 0
378,오대양참치,참치회,(지번) 서초동 1578-5,0.0,0건,리뷰 0
379,뜨락,분식,(지번) 서초동 1445-3,0.0,0건,리뷰 0
380,지오,카페,(지번) 서초동 1624-1,0.0,0건,리뷰 0
381,올리브나무,카페,(지번) 서초동 1435-1,0.0,1건,리뷰 0
382,카페다임,커피전문점,(지번) 서초동 1628-62,0.0,0건,리뷰 1
383,서울남부터미널 구내식당,구내식당,(지번) 서초동 1446-1,0.0,0건,리뷰 1
384,외가집,한식,(지번) 서초동 1427-16,3.0,2건,리뷰 0
385,소소한펍,술집,(지번) 서초동 1598-1,5.0,1건,리뷰 0
386,마치래빗,패밀리레스토랑,(지번) 서초동 1579-5,0.0,0건,리뷰 0
387,더브라운베이커리 서초사무소,"제과,베이커리",(지번) 서초동 1603-68,0.0,0건,리뷰 0
388,명동치킨,치킨,(지번) 서초동 1600-11,4.0,1건,리뷰 1
389,전주성,중화요리,(지번) 서초동 1445-3,0.0,0건,리뷰 0
390,나인아울스,카페,(지번) 서초동 1443-28,5.0,1건,리뷰 1
391,도시락나라,도시락,(지번) 서초동 1627-6,0.0,0건,리뷰 0
392,카페인하비토모,카페,(지번) 서초동 1445-3,0.0,0건,리뷰 1
393,봄cafe2019,카페,(지번) 서초동 1621-1,0.0,0건,리뷰 0
394,참호도과자 남부터미널점,간식,(지번) 서초동 1446-1,5.0,1건,리뷰 0
395,카페아미아,카페,(지번) 서초동 1434-4,0.0,0건,리뷰 0
396,남부족발,"족발,보쌈",(지번) 서초동 1603-68,0.0,0건,리뷰 0
397,델리뉴스 현대슈퍼빌점,카페,(지번) 서초동 1446-11,0.0,0건,리뷰 0
398,밀크커피,카페,(지번) 서초동 1594-3,0.0,0건,리뷰 0
399,모모랑,카페,(지번) 서초동 1606-5,0.0,0건,리뷰 0
400,카페일레븐,커피전문점,(지번) 서초동 1589-12,0.0,0건,리뷰 0
401,한가람,"찌개,전골",(지번) 서초동 1445-3,0.0,0건,리뷰 4
402,하타다,커피전문점,(지번) 서초동 1443-1,4.5,2건,리뷰 0
403,킹콩분식 남부터미널점,분식,(지번) 서초동 1458-2,0.0,0건,리뷰 1
404,홈푸드,한식,(지번) 서초동 1443-30,5.0,1건,리뷰 0
405,옥향의집,"육류,고기",(지번) 서초동 1586-2,4.0,1건,리뷰 0
406,드렁크829,술집,(지번) 서초동 1588-8,0.0,0건,리뷰 1
407,통닭가 서초점,치킨,(지번) 서초동 1603-66,0.0,0건,리뷰 1
408,수도시락,도시락,(지번) 서초동 1603-10,0.0,0건,리뷰 0
409,춘원산오리,오리,(지번) 서초동 1603-66,0.0,0건,리뷰 0
410,블링블링 서초1호점,아이스크림,(지번) 서초동 1440-1,0.0,0건,리뷰 0
411,이리오리,한식,(지번) 서초동 1603-68,0.0,0건,리뷰 0
412,콩사랑,한식,(지번) 서초동 1599-2,1.0,3건,리뷰 2
413,콩이몽이카페,카페,(지번) 서초동 1605-1,0.0,0건,리뷰 0
414,모짜르트클럽,카페,(지번) 서초동 1438-7,0.0,0건,리뷰 0
415,뉴욕핫도그앤커피 양재남부터미널점,패스트푸드,(지번) 서초동 1446-1,0.0,0건,리뷰 0
416,바른고기파는사람들 서초점,"육류,고기",(지번) 서초동 1443-23,0.0,0건,리뷰 0
417,커피콩36.5도씨,커피전문점,(지번) 서초동 1445-4,0.0,0건,리뷰 0
418,나트랑,동남아음식,(지번) 서초동 1603-1,0.0,0건,리뷰 0
419,와사라 예당점,일식,(지번) 서초동 1458-6,0.0,0건,리뷰 2
420,한방숯불바베큐,치킨,(지번) 서초동 1603-68,0.0,0건,리뷰 0
421,살몬드비프,"스테이크,립",(지번) 서초동 1597-1,1.5,2건,리뷰 0
422,숙카페,커피전문점,(지번) 서초동 1429-8,0.0,0건,리뷰 0
423,옹심이네,한식,(지번) 서초동 1445-3,0.0,0건,리뷰 1
424,상하이,중화요리,(지번) 서초3동 1586-2,0.0,0건,리뷰 0
425,우이령,한식,(지번) 서초동 1600-9,0.0,0건,리뷰 0
426,SM카페,"호프,요리주점",(지번) 서초동 1588-13,0.0,0건,리뷰 0
427,카페티타임,카페,(지번) 서초동 1589-4,0.0,0건,리뷰 0
428,향촌식당,한식,(지번) 서초동 1449-8,0.0,0건,리뷰 0
429,족삼리,한식,(지번) 서초동 1595-6,0.0,0건,리뷰 0
430,제이스비스트로,이탈리안,(지번) 서초동 1600,0.0,0건,리뷰 0
431,페이드커피바,와인바,(지번) 서초동 1588-12,0.0,0건,리뷰 0
432,스위트가든,카페,(지번) 서초동 1451-23,0.0,0건,리뷰 0
433,오뎅사께 서초점,오뎅바,(지번) 서초동 1601-1,0.0,0건,리뷰 0
434,고향밥상,한식,(지번) 서초동 1440-1,1.0,1건,리뷰 1
435,내추럴커피 서초점,커피전문점,(지번) 서초동 1589-12,0.0,0건,리뷰 0
436,더브라이언스,카페,(지번) 서초동 1623-3,5.0,1건,리뷰 28
437,아미고,칵테일바,(지번) 서초동 1586-1,0.0,0건,리뷰 0
438,퓨전포차,실내포장마차,(지번) 서초동 1443-34,0.0,0건,리뷰 0
439,사랑채,한식,(지번) 서초3동 1598-3,0.0,0건,리뷰 0
440,서초동 그집,실내포장마차,(지번) 서초동 1588-7,0.0,0건,리뷰 0
441,뷔폐식백반,한식,(지번) 서초동 1445-3,0.0,0건,리뷰 0
442,카페더머그,커피전문점,(지번) 서초동 1589-10,1.0,1건,리뷰 0
443,위스키글렌,술집,(지번) 서초동 1598-2,0.0,0건,리뷰 0
444,자매가정식백반집,한식,(지번) 서초동 1443-30,0.0,0건,리뷰 0
445,클로리스홀,뷔페,(지번) 서초동 1445-4,2.0,1건,리뷰 0
446,아여수 서리풀점,한식,(지번) 서초동 1451-16,4.5,2건,리뷰 0
447,지유명차 교대점,전통찻집,(지번) 서초동 1620-4,0.0,0건,리뷰 2
448,하림,"육류,고기",(지번) 서초동 1589-14,0.0,0건,리뷰 0
449,정우푸드,음식점,(지번) 서초동 1606-5,0.0,0건,리뷰 0
450,회무로,회,(지번) 서초동 1443-30,0.0,0건,리뷰 0
451,바다밥상온스테이지,일식집,(지번) 서초동 1458-3,5.0,2건,리뷰 1
452,맛고을,한식,(지번) 서초동 1621-5,5.0,3건,리뷰 1
453,블루비노,양식,(지번) 서초동 1459-8,3.0,1건,리뷰 0
454,카페파울리,카페,(지번) 서초동 1429-8,0.0,0건,리뷰 0
455,꼬꾸이 서일점,치킨,(지번) 서초동 1442-19,0.0,0건,리뷰 1
456,열라쭈꾸미 서초점,"해물,생선",(지번) 서초동 1443-34,0.0,0건,리뷰 0
457,소소야마켓,간식,(지번) 서초동 1624-4,0.0,0건,리뷰 0
458,샌드프레소 JW타워점,샌드위치,(지번) 서초동 1424-2,0.0,0건,리뷰 0
459,시애틀,피자,(지번) 서초동 1588-1,0.0,0건,리뷰 0
460,씨앤필코리아,음식점,(지번) 서초동 1445-13,0.0,0건,리뷰 0
461,호로록국수,국수,(지번) 서초동 1446-1,1.0,1건,리뷰 2
462,안동장,중화요리,(지번) 서초동 1579-5,0.0,0건,리뷰 0
463,아지트,술집,(지번) 서초동 1564-2,0.0,0건,리뷰 1
464,예담,한식,(지번) 서초동 1586-2,0.0,0건,리뷰 0
465,휴,카페,(지번) 서초동 1600-9,0.0,0건,리뷰 0
466,카페마메,카페,(지번) 서초동 1603-69,0.0,0건,리뷰 0
467,몽돌바당,일식,,0.0,0건,리뷰 0
468,밀밭,국밥,(지번) 서초1동 1445-3,0.0,0건,리뷰 0
469,백년불고기,한식,(지번) 서초동 1601-2,0.0,0건,리뷰 0
470,소울&그루브,"호프,요리주점",(지번) 서초동 1586-2,0.0,0건,리뷰 0
471,전문가,한식,(지번) 서초동 1586-6,0.0,0건,리뷰 0
472,카페인 세종&세종부동산,카페,(지번) 서초동 1599-2,0.0,0건,리뷰 0
473,대청마루,한식,(지번) 서초동 1597-3,0.0,0건,리뷰 0
474,맛있는뷔페,뷔페,(지번) 서초동 1445-3,0.0,0건,리뷰 0
475,맨발의 청춘,음식점,(지번) 서초동 1588-7,0.0,0건,리뷰 0
476,서초 명가 버섯매운탕,음식점,(지번) 서초동 1451-29,0.0,0건,리뷰 0
477,코바 서초점,한식,(지번) 서초동 1443-5,0.0,0건,리뷰 0
478,(주)씨에스종합개발,커피전문점,(지번) 서초동 1598-3,0.0,0건,리뷰 0
479,화과방 서울영업소,간식,(지번) 서초동 1431-13,0.0,0건,리뷰 0
480,다미,한식,(지번) 서초동 1598-3,0.0,0건,리뷰 0
481,보네스뻬 남부터미널점,"제과,베이커리",(지번) 서초동 1445-3,0.0,0건,리뷰 0
482,이오포장마차,실내포장마차,(지번) 서초동 1593-7,0.0,0건,리뷰 0
483,홍C,"호프,요리주점",(지번) 서초동 1602-1,0.0,0건,리뷰 0
484,범수사,일식집,(지번) 서초동 1601-1,0.0,0건,리뷰 0
485,프로보노,한식,(지번) 서초동 1445-3,0.0,0건,리뷰 0
486,비바체,술집,(지번) 서초동 1624-3,0.0,0건,리뷰 0
487,딱밥,퓨전한식,(지번) 서초동 1603-68,0.0,0건,리뷰 0
488,파티데이즈,해산물,(지번) 서초동 1442-5,0.0,0건,리뷰 0
489,하동녹차앤LS,전통찻집,(지번) 서초동 1624-12,0.0,0건,리뷰 0
490,맥스웰하우스,커피전문점,(지번) 서초동 1446-1,0.0,0건,리뷰 0
491,드리옹 17,퓨전한식,(지번) 서초동 1440-1,0.0,0건,리뷰 1
492,만랩커피,커피전문점,(지번) 서초동 1446-11,0.0,0건,리뷰 0
493,구띠에델리,카페,(지번) 서초동 1445-3,0.0,0건,리뷰 0
494,아이콘,술집,(지번) 서초동 1603-69,0.0,0건,리뷰 0
495,송쉐프 서초점,중화요리,(지번) 서초동 1431-14,0.0,0건,리뷰 0
496,오키드,술집,(지번) 서초동 1579-7,0.0,0건,리뷰 0
497,아이비,카페,(지번) 서초동 1600-9,0.0,0건,리뷰 0
498,1992꿀꽈배기 서초점,"제과,베이커리",(지번) 서초동 1588-2,0.0,0건,리뷰 1
499,바지락,"호프,요리주점",(지번) 서초동 1605-1,0.0,0건,리뷰 0
500,카페박마담,카페,(지번) 서초동 1445-3,0.0,0건,리뷰 0
501,치킨톡,치킨,(지번) 서초동 1603-68,0.0,0건,리뷰 0
502,미담,한식,(지번) 서초동 1595-2,0.0,0건,리뷰 0
503,오케이해물떡집,"해물,생선",(지번) 서초동 1604-1,0.0,0건,리뷰 0
504,돈우리,"육류,고기",(지번) 서초동 1432-23,0.0,0건,리뷰 0
505,마노,카페,(지번) 서초1동 1426-2,0.0,0건,리뷰 0
506,칼디하우스 서초점,카페,(지번) 서초동 1444-21,0.0,0건,리뷰 0
507,수제돈까스오카,양식,(지번) 서초동 1445-3,1.0,2건,리뷰 0
508,더까페,카페,(지번) 서초동 1579-6,0.0,0건,리뷰 0
509,하이들 서초본점,분식,(지번) 서초동 1622-6,2.0,1건,리뷰 0
510,남매부대찌개,"찌개,전골",(지번) 서초동 1580-6,0.0,0건,리뷰 0
511,몽치네,한식,(지번) 서초동 1445-3,1.0,3건,리뷰 1
512,곳간하임,한식,(지번) 서초동 1624-3,0.0,0건,리뷰 0
513,해물왕짬뽕,중화요리,(지번) 서초동 1431-9,0.0,0건,리뷰 0
514,장인의맛,한식,(지번) 서초동 1458-6,0.0,0건,리뷰 0
