,address,category,eval_cnt,name,review_cnt,score
414,서초동 1600,이탈리안,0,제이스비스트로,0,0.0
415,서초동 1588-12,와인바,0,페이드커피바,0,0.0
416,서초동 1451-23,카페,0,스위트가든,0,0.0
417,서초동 1601-1,오뎅바,0,오뎅사께 서초점,0,0.0
418,서초동 1440-1,한식,1,고향밥상,1,1.0
419,서초동 1589-12,커피전문점,0,내추럴커피 서초점,0,0.0
420,서초동 1623-3,카페,1,더브라이언스,28,5.0
421,서초동 1586-1,칵테일바,0,아미고,0,0.0
422,서초동 1443-34,실내포장마차,0,퓨전포차,0,0.0
423,서초3동 1598-3,한식,0,사랑채,0,0.0
424,서초동 1588-7,실내포장마차,0,서초동 그집,0,0.0
425,서초동 1445-3,한식,0,뷔폐식백반,0,0.0
426,서초동 1589-10,커피전문점,1,카페더머그,0,1.0
427,서초동 1598-2,술집,0,위스키글렌,0,0.0
428,서초동 1443-30,한식,0,자매가정식백반집,0,0.0
429,서초동 1445-4,뷔페,1,클로리스홀,0,2.0
430,서초동 1451-16,한식,2,아여수 서리풀점,0,4.5
431,서초동 1620-4,전통찻집,0,지유명차 교대점,2,0.0
432,서초동 1589-14,"육류,고기",0,하림,0,0.0
433,서초동 1606-5,음식점,0,정우푸드,0,0.0
434,서초동 1443-30,회,0,회무로,0,0.0
435,서초동 1458-3,일식집,2,바다밥상온스테이지,1,5.0
436,서초동 1621-5,한식,3,맛고을,1,5.0
437,서초동 1459-8,양식,1,블루비노,0,3.0
438,서초동 1429-8,카페,0,카페파울리,0,0.0
439,서초동 1442-19,치킨,0,꼬꾸이 서일점,1,0.0
440,서초동 1443-34,"해물,생선",0,열라쭈꾸미 서초점,0,0.0
441,서초동 1624-4,간식,0,소소야마켓,0,0.0
442,서초동 1424-2,샌드위치,0,샌드프레소 JW타워점,0,0.0
443,서초동 1588-1,피자,0,시애틀,0,0.0
444,서초동 1445-13,음식점,0,씨앤필코리아,0,0.0
445,서초동 1446-1,국수,1,호로록국수,2,1.0
446,서초동 1579-5,중화요리,0,안동장,0,0.0
447,서초동 1564-2,술집,0,아지트,1,0.0
448,서초동 1586-2,한식,0,예담,0,0.0
449,서초동 1600-9,카페,0,휴,0,0.0
450,서초동 1603-69,카페,0,카페마메,0,0.0
451,서초동 1603-3,일식,0,몽돌바당,0,0.0
452,서초1동 1445-3,국밥,0,밀밭,0,0.0
453,서초동 1601-2,한식,0,백년불고기,0,0.0
454,서초동 1586-2,"호프,요리주점",0,소울&그루브,0,0.0
455,서초동 1586-6,한식,0,전문가,0,0.0
456,서초동 1599-2,카페,0,카페인 세종&세종부동산,0,0.0
457,서초동 1597-3,한식,0,대청마루,0,0.0
458,서초동 1445-3,뷔페,0,맛있는뷔페,0,0.0
459,서초동 1588-7,음식점,0,맨발의 청춘,0,0.0
460,서초동 1451-29,음식점,0,서초 명가 버섯매운탕,0,0.0
461,서초동 1443-5,한식,0,코바 서초점,0,0.0
462,서초동 1598-3,커피전문점,0,(주)씨에스종합개발,0,0.0
463,서초동 1431-13,간식,0,화과방 서울영업소,0,0.0
464,서초동 1598-3,한식,0,다미,0,0.0
465,서초동 1445-3,"제과,베이커리",0,보네스뻬 남부터미널점,0,0.0
466,서초동 1593-7,실내포장마차,0,이오포장마차,0,0.0
467,서초동 1602-1,"호프,요리주점",0,홍C,0,0.0
468,서초동 1601-1,일식집,0,범수사,0,0.0
469,서초동 1445-3,한식,0,프로보노,0,0.0
470,서초동 1624-3,술집,0,비바체,0,0.0
471,서초동 1603-68,퓨전한식,0,딱밥,0,0.0
472,서초동 1442-5,해산물,0,파티데이즈,0,0.0
473,서초동 1624-12,전통찻집,0,하동녹차앤LS,0,0.0
474,서초동 1446-1,커피전문점,0,맥스웰하우스,0,0.0
475,서초동 1440-1,퓨전한식,0,드리옹 17,1,0.0
476,서초동 1446-11,커피전문점,0,만랩커피,0,0.0
477,서초동 1445-3,카페,0,구띠에델리,0,0.0
478,서초동 1603-69,술집,0,아이콘,0,0.0
479,서초동 1431-14,중화요리,0,송쉐프 서초점,0,0.0
480,서초동 1579-7,술집,0,오키드,0,0.0
481,서초동 1600-9,카페,0,아이비,0,0.0
482,서초동 1588-2,"제과,베이커리",0,1992꿀꽈배기 서초점,1,0.0
483,서초동 1605-1,"호프,요리주점",0,바지락,0,0.0
484,서초동 1445-3,카페,0,카페박마담,0,0.0
485,서초동 1603-68,치킨,0,치킨톡,0,0.0
486,서초동 1595-2,한식,0,미담,0,0.0
487,서초동 1604-1,"해물,생선",0,오케이해물떡집,0,0.0
488,서초동 1432-23,"육류,고기",0,돈우리,0,0.0
489,서초1동 1426-2,카페,0,마노,0,0.0
490,서초동 1444-21,카페,0,칼디하우스 서초점,0,0.0
491,서초동 1445-3,양식,2,수제돈까스오카,0,1.0
492,서초동 1579-6,카페,0,더까페,0,0.0
493,서초동 1622-6,분식,1,하이들 서초본점,0,2.0
494,서초동 1580-6,"찌개,전골",0,남매부대찌개,0,0.0
495,서초동 1445-3,한식,3,몽치네,1,1.0
496,서초동 1624-3,한식,0,곳간하임,0,0.0
497,서초동 1431-9,중화요리,0,해물왕짬뽕,0,0.0
498,서초동 1458-6,한식,0,장인의맛,0,0.0
499,서울 서초구 서초대로48길 101 1층,커피전문점,12,공미학,147,3.5
500,서울 서초구 반포대로16길 30 1층,이탈리안,13,심빠띠아,115,3.6
501,서울 서초구 반포대로20길 57 한송빌딩 1층,일본식주점,3,유다,9,3.3
502,서울 서초구 효령로 258 시트러스빌딩 1층,"제과,베이커리",0,앤티앤스프레즐 서초본점,9,0.0
503,서울 서초구 사임당로 58 제일빌딩 1층,햄버거,9,버거파이터,8,4.7
504,서울 서초구 서초대로50길 105,"해물,생선",3,이고집쭈꾸미 교대직영점,20,3.0
505,서울 서초구 서초대로48길 108,"호프,요리주점",1,교대전집,4,1.0
506,서울 서초구 반포대로10길 11,"사철탕,영양탕",4,대가 본점,0,4.5
507,서울 서초구 서초대로50길 105,"찌개,전골",0,장독대김치찌개 교대역점,0,0.0
508,서울 서초구 서초대로48길 108 정일빌딩 1층,"육류,고기",7,종가집고추장주물럭,0,4.0
509,서울 서초구 반포대로8길 5-10,"찌개,전골",5,소공동뚝배기집 남부터미널본점,0,2.8
510,서울 서초구 반포대로14길 27 1층,카페,0,더휴,1,0.0
511,서울 서초구 서초대로48길 108,한식,1,통통,1,3.0
512,서울 서초구 반포대로16길 30,음식점,0,제이앤에이치푸드,0,0.0
513,서울 서초구 반포대로8길 5-6,"호프,요리주점",1,예술,1,5.0
514,서울 서초구 사임당로14길 15,"제과,베이커리",0,빵이야기,0,0.0
515,서울 서초구 사임당로10길 1,분식,0,교대한분식,0,0.0
516,서울 서초구 사임당로 21,실내포장마차,0,진심야식당,0,0.0
517,서울 서초구 사임당로 58 제일빌딩,분식,0,맛나스넥,0,0.0
