name,position,wanted_cat,about,roll,qual,pref,category,tags,link
룩인바디,[인바디 앱] Data Scientist,머신러닝 엔지니어,"인바디에서 2018년 분사 후, 
200만+ 사용자, 2,500만+ 인바디데이터의 인바디 앱을 기반으로 
건강 관리 플랫폼 및 서비스를 만들고 있는 룩인바디에서 Data Scientist를 모십니다.

신규 서비스로써 2019년 4월 온라인 다이어트 서비스(월 4만원) 런바디챌린지를 시작하였으며, 
매월 700명 이상의 사용자가 결제하고 50% 이상이 재구매하는 효과를 보이고 있습니다. 

런바디챌린지에서 이미 80만건이 넘는 식단 운동 사진 및 각종 사용성 데이터가 쌓여 있으며 
빠른 속도로 데이터가 늘어나고 있습니다. 

서비스를 더욱 윤택하게 하기 위해,
쌓이는 데이터를 분석하고 머신러닝 모델 적용을 시도하고 있습니다.

저희와 함께 데이터 기반 서비스 구축을 주도해나가실 분을 모십니다.

Data Scientist, WHY 룩인바디?
- 1인 1분야, Data Scientist로써 데이터 수집부터 분석, 실서비스의 적용에까지 A to Z의 업무를 경험할 수 있습니다.
- 인바디데이터 2,500만+, 인바디 앱 유저 200만+, WAU 23만+, 생활습관데이터 90만+ 등 동규모 스타트업에서 경험할 수 없는 방대하고 유의미한 데이터를 다룰 수 있습니다.
- 수평적인 기업 문화로 아직 다듬어지지 않은 서비스를 주도적으로 발전시켜나갈 수 있습니다.
- Data Engineer, Server Engineer 등 10년 이상 경력의 전문가들과 협업할 수 있습니다.
- 탄력근무제, 재택근무, 무제한 연차, Sprint 후 강제 연차 등 팀원의 신체적 정신적 컨디션을 최상으로 만들기 위해 팀원 모두가 다방면으로 노력합니다.","- 데이터 파이프라인 중 개선이 필요한 사항이 무엇인지 검토하고 개선안을 도출하여 실행합니다. 실제 작업은 Data Engineer와 협업하게 됩니다.
- 인바디데이터, 생활습관데이터, 사용성데이터, 마케팅데이터를 분석하여 인사이트를 도출합니다. 도출된 인사이트는 PM, 마케터, 디자이너, 경영진 등과 정기적으로 공유하여 실 서비스의 개선을 이끌어냅니다.
- 머신러닝으로 해결할 문제를 발굴하고 머신러닝 모델을 도입합니다.","- 데이터 관련 업무를 1년 이상 수행하신 분
- 주도적인 문제 해결의 경험이 있는 분
- 정량적 분석에만 기대지 않고 사용자 기반의 정성적 분석을 더한 인사이트 도출이 가능한 분
- 서비스와 사용자를 이해하고 기술 기반의 해결책을 찾을 수 있는 분
- R, Python, SQL 등 언어 활용 능력이 있는 분","- 룩인바디와 함께 성장하길 희망하며, 다양한 역할 수행에 대해 열려있는 분
- 자신의 역량 성장에 집착하는 분
- 힘들고 오래 걸리더라도 정도(正道)로 고민하는 분
- 높은 주인 의식을 기반으로 쉽게 만족하지 않고 깊게 파헤치는 분
- 데이터 파이프라인 구축 및 개선 경험이 있는 분
- 머신러닝 모델 배포 경험이 있는 분","IT, 컨텐츠","['연봉업계평균이상', '인원급성장', '50명이하', '설립3년이하', '성과급', '생일선물', '결혼기념일', '재택근무', 'IT, 컨텐츠']",https://www.wanted.co.kr/wd/34549
투블럭에이아이,AI 자연어처리 관련 서비스 개발,머신러닝 엔지니어,최신 Deep NLP 기술의 현실 업무 적용의 경험을 통해서 인공지능과 업무자동화의 연결을 직접 경험해보는 기회에 도전해 보세요.,"NLP 관련 기술개발 
NER , MRC 등 Task 모듈 개발 
데이터 정제 및 분석",• NP 관련 기술 Stack 보유자 (단순히 자연어처리에 관심이 있으신 분은 거절 합니다.),"• 전산학 석사 이상, 자연어처리 전공자 우대, 검색 포탈 경력자 우대
• 유관 업체 경력자","IT, 컨텐츠","['인원급성장', '50명이하', '설립3년이하', '인공지능', 'IT, 컨텐츠']",https://www.wanted.co.kr/wd/44279
뉴로핏(NEUROPHET),의료영상 인공지능 엔지니어,머신러닝 엔지니어,"뉴로핏은 뛰어난 뇌공학, 의료인공지능 기술을 실제 의료현장에 적용하여 의료진의 불편함을 개선하고, 그들의 능력을 보조하여 더 나은 의료를 가능하게 하고자 합니다. 이를 위해 환자의 MRI를 바탕으로 환자의 뇌를 컴퓨터로 복원하는 뇌모델링 기술을 이용하여 다양한 뇌질환 치료 가이드 및 진단 소프트웨어, 뉴로모듈레이션 연구용 소프트웨어를 개발하고 있습니다.
전기 뇌자극 치료 가이드 소프트웨어를 2018년 5월 출시하여 삼성서울병원, 가톨릭대학교 성모병원, 노스캐롤라이나대학교 등 전세계 유수 병원 및 연구기관에 공급하였습니다. 2018년도 하반기에는 세계적인 의료기기 회사인 필립스의 글로벌 의료인공지능 스타트업 육성 프로그램에 선정되었으며, 2019년에는 북미, 유럽, 중국 등 세계 주요 시장에 진출하였습니다.
최근 시리즈A 90억원 투자유치를 완료하고, 신규 솔루션 개발과 글로벌 진출에 박차를 가하기 위해 인재를 대거 영입 중입니다.","• 의료영상 기반 분석방법론(신경망 포함) 개발, 검증, 업데이트
• 의료영상을 이용한 인공지능 연구 수행","• 신경망관련 연구 2년 이상
• Tensorflow 사용 능력 (중급)
• Python 사용 능력 (중급)
• 영상처리 알고리즘 구현 능력 (중급)
• 관련 논문(머신러닝/딥러닝 논문) 내용 구현 및 검증 능력","• 의료 인공지능 구현 경험자 (segmentation/classification)
• 영상처리 방법 구현 경험자
• 인공지능 관련 학회 발표 경험
• 머신러닝, 인공지능, 혹은 의공학 관련 학위자/석사우대
• 머신러닝, 인공지능, 영상처리 연구 포트폴리오 제출 가능자","전문, 과학기술","['연봉상위20', '인원급성장', '50명이하', '설립3년이하', '스타트업', '커피', '재택근무', '인공지능', '전문, 과학기술']",https://www.wanted.co.kr/wd/18473
오드컨셉,Machine Learning Engineer/Researcher(머신러닝 엔지니어/연구원),머신러닝 엔지니어,"오드컨셉은 2012년 5월 설립된 시각지능(Visual Cognition) 스타트업으로 현재 패션 도메인의 Marketing, Distribution 섹터에 집중하고 있습니다. 
분산/병렬 GPU 컴퓨팅 엔진부터 십여 종의 신경망 모델 및 알고리즘들을 인하우스에서 설계/개발하고 있으며, 해당 시스템의 분석/검색/추천 로직을 통해 기존의 이미지 데이터들을 이용자가 필요로 하는 컨텐츠로 변환하는 PXL.ai 서비스를 국내외 제공 중입니다.
오드컨셉은 IBM Watson, 삼성전자, LG전자, eBay Korea 및 수십개의 Top tier 커머스 플레이어들을 레퍼런스로 확보하였으며, 국내외 Top tier 투자사들로부터 100억원의 투자를 유치하였습니다. 또한 60건이 넘는 특허와 논문을 보유하고 있는 딥테크 기업이며, 해외 경쟁사들과의 7차례 BMT에서 최고 성능/효율을 달성하였습니다. 그 결과 오드컨셉은 현재 국내 및 APAC의 패션 추천 시장에서 높은 경쟁력을 증명하고 있습니다.
이러한 환경에서 ‘Survival kit for fashion’을 함께 실현할 훌륭한 분들을 기다리고 있습니다.
우리가 결정하고 만드는 모든 것이 시장의 스탠다드가 될 것입니다.","* 패션 AI 및 관련 딥러닝 기반 컴퓨터 비젼 기술 개발
* 패션/사물 관련 검출/검색/분류 알고리즘 연구 개발
* 패션검색/멀티모달 관련 개인화/추천 알고리즘 연구 개발","* (필수) 학사 이상의 학위 취득자
* (필수) 협업 관련 팀원들과 조화롭게 개발할 수 있는 분
* 딥러닝(또는 기계학습) 기본 지식을 보유하신 분
* 컴퓨터 비젼 연구개발 경험 보유하신 분
* 대용량 기반 유사 이미지 검색 기술 경험 보유하신 분
* 최신 이론에 대한 이해와 이에 대한 구현 능력 보유하신 분
* 딥러닝 관련 프레임워크(라이브러리) 이용하여 구현 능력 보유하신 분(pytorch, tensorflow, mxnet, caffe등)","* 관련 분야 경력 2년 이상 (또는 석사 학위 이상 소지자)
* 관련 분야 상위급 저널/학회 논문 저자
* Kaggle등 이에 상하는 상위권 경험한 분","IT, 컨텐츠","['간식', '연봉상위10', '인원급성장', '50명이하', '설립10년미만', '스타트업', '운동비', '인공지능', 'IT, 컨텐츠']",https://www.wanted.co.kr/wd/31448
테서,AI 연구원,머신러닝 엔지니어,"테서(Tesser Inc) 는 데이터 기반 의료인 네트워크 서비스를 목표로 자체 플랫폼을 개발하고 있는 청년 스타트업 입니다. 다양한 헬스케어 데이터를 수집 분석하여 최적화된 모델도 함께 연구 개발하고 있습니다.

비전을 공유하며 회사와 함께 성장해 나갈 팀원을 기다립니다.


[더벨 - 테서, 임상 케이스 데이터 플랫폼 발판 美·中 공략 (2020.08.11)]","* 각 분야별 채용

• 의료/헬스케어 데이터 기반 예측모델 연구
• 의료 관련 텍스트 데이터 분석(NLP)
• 임상 케이스 데이터 기반 학습모델 개발(추천시스템)
• 영상, 음성, 3D 데이터 분석
• 보건/의료 관련 빅데이터 분석, 시각화","•  의료, 보건, 헬스케어 데이터 자체에 관심 많으신 분
•  Python 기반의 라이브러리를 활용한 Working하는 인공지능 모델의 개발 경험
•  머신러닝, 딥러닝에 대한 개념적인 이해와 활용 능력
•  데이터 전처리, 시각화, EDA에 대한 GPU 자원 활용 능력","• 이공계 석사 이상 학위 보유자
• 의료/보건 통계 관련 기초 지식 보유 또는 관련 프로젝트 경험자
• AI 논문 모델링 직접 구현 경험","IT, 컨텐츠","['간식', '연봉업계평균이상', '인원급성장', '50명이하', '설립3년이하', '스타트업', '커피', '인공지능', 'IT, 컨텐츠']",https://www.wanted.co.kr/wd/44144
액션파워,"인공지능, 머신러닝 개발자",머신러닝 엔지니어,"• 인공지능 기술을 함께 발전시킬 분을 찾습니다.

• 액션파워는 최신 인공지능 기술로 사람들의 삶과 일을 효율적으로 만들어주는 서비스를 개발하는 회사입니다.

• 현재 인공지능 받아쓰기 서비스인 다글로를 운영하고 있습니다.

• 최신 인공지능 기술을 빠르게 접할 수 있으며, 새로운 아이디어를 구현해 볼 수 있습니다.

• 국내 최고 수준의 인공지능 개발자 등 좋은 동료를 만날 수 있습니다. 또한, 내부 세미나, 도서 지원 등 인공지능 개발자로서 역량을 키우고, 성장할 수 있는 환경을 제공합니다.","1. 음성 인식 R&amp;D
 • 기계학습/딥러닝 기반의 음성인식 기술 연구/개발
 • 음성 전처리, 데이터 분석 등 음성인식 관련 제반 SW 개발
 • 실시간/비실시간 음성인식 서버 시스템 개발

2. 자연어처리 R&amp;D
 • 언어 데이터 분석, 품사 태깅, 형태소 분석 기술 개발

3. 이미지처리 R&amp;D
 • 이미지 특징 추출, 이미지 데이터 augmentation 기술 개발","• 머신러닝 관련 분야의 석/박사 학위 또는 그에 준하는 경험
• 개발언어: C/C++과 python, java 능숙
• OS: Linux, docker 및 kubenetes 에 대한 경험
• 데이터 구조 및 알고리즘에 대한 깊은 이해 및 최적화
• 유연한 커뮤니케이션과 문제 해결 역량
• Humble, Result hungry, People smart and Role Smart","• 인공지능 업계 경험
• 머신러닝 관련 이해/경험","IT, 컨텐츠","['스타트업', '휴게실', '음료', '과일', '건강검진', '인공지능', 'IT, 컨텐츠']",https://www.wanted.co.kr/wd/23634
로아컨설팅,프로그래머(데이터사이언티스트),머신러닝 엔지니어,"로아인텔리전스는 짧은 기간동안 기술력을 인정받아 각종 우수 프로그램에 선정되었으며 혁신 VC와도 파트너로 계약을 체결 했습니다.

로아인텔리전스는 전략컨설팅펌 대표 출신의 CEO, 파이콘 연사 & 인공지능/빅데이터 전문가 CTO, 다수의 서비스 기획 및 투자심사역 출신의 CPO 등이 포진한 역량 있는 팀으로 구성되어 있으며, 향후 우수한 팀원들의 합류가 예정되어 있습니다.


로아인텔리전스는 기업의 정량적인 수치 정보와 함께 정성적인 전략정보까지 모두 아우르는 기업 가치정보 제공 솔루션이라는 국내에 존재하지 않았던 새로운 인공지능 플랫폼 엔진을 개발하고 있습니다.


현재는 서비스의 핵심 뼈대인 데이터 분석 엔진 및 핵심 기능의 개발이 완료되었으며, 올해 안에 우수한 인력 충원과 함께 데이터
분석 엔진 고도화 및 사이트 개발을 완료할 예정입니다.

로아인텔리전스에서 인공지능과 빅데이터를 사용한 기업 가치 정보 플랫폼을 함께 만들어 가실 분들의 많은 지원을 기대합니다.","• 데이터 설계 및 수집, 분석, 모델 개발","• 문제 해결에 필요한 데이터를 정의하고, 데이터를 분석할 능력을 갖추신 분
• 주어진 문제에 대한 다각적이고 창의적인 접근 방식을 통해 데이터 기반의 해결 방안을 도출하고 
실행할 수 있는 능력을 갖추신 분
• 논리적이고 분석적인 사고를 통해 문제의 해결 과정을 주도할 수 있으신 분
• 원활한 커뮤니케이션을 통해 분석 결과 및 모델링 결과를 동료들에게 전파할 수 있으신 분
• 새로운 기술에 대한 빠른 지식 습득 능력을 갖추신 분","• 기본 수준 이상의 확률, 통계에 대한 지식 및 머신러닝에 대한 지식을 보유하고 있으며, 데이터 분석 실무 경험이 
있으신 분
• R, Python(Pandas, Numpy, Scikit-learn) 등의 데이터 분석을 위한 언어를 1개 이상 능숙하게 사용 가능하신 분
• SQL(BigQuery, MySQL)을 통한 기본적인 Data handling이 가능하신 분
• 분석이 필요한 데이터의 복합적인 Preprocessing 및 Feature engineering 경험이 있으신 분
• Spark, TensorFlow, Keras 등에 대한 지식이 있으신 분
• AWS, GCP 등의 클라우드 서비스 사용 경험이 있으신 분

[개발문화]
• 내/외부의 이용 가능한 데이터를 데이터 레이크로 구성하고 있으며, 텍스트, 시계열 데이터를 요구사항에 맞게 운용할 수 있는 시스템을 개발하고 있습니다.",기타 서비스업,"['간식', '연봉업계평균이상', '50명이하', '설립10년이상', '퇴사율5', '워크샵', '도서구매비', '위워크', '기타 서비스업']",https://www.wanted.co.kr/wd/36041
